user_id,book_id,borrow_date,return_date,reservation_status,overdue_status,user_role,book_category
U926,B926,2/19/2023,3/11/2023,True,1,student,science
U927,B927,11/25/2022,12/3/2022,True,1,staff,science
U928,B928,6/17/2023,7/5/2023,True,1,faculty,non-fiction
U929,B929,10/31/2022,11/18/2022,True,1,faculty,fiction
U930,B930,12/23/2022,1/6/2023,False,1,staff,history
U931,B931,5/1/2021,5/15/2021,False,1,staff,fiction
U932,B932,6/15/2023,7/2/2023,False,1,faculty,history
U933,B933,4/25/2021,4/27/2021,True,0,staff,art
U934,B934,1/29/2024,2/13/2024,True,1,staff,art
U935,B935,11/1/2024,11/3/2024,True,0,faculty,science
U936,B936,8/8/2024,8/20/2024,False,1,staff,non-fiction
U937,B937,3/31/2025,4/9/2025,True,1,student,science
U938,B938,8/23/2020,8/24/2020,False,0,staff,art
U939,B939,9/19/2024,9/24/2024,True,0,faculty,non-fiction
U940,B940,5/31/2023,6/4/2023,True,0,staff,history
U941,B941,10/31/2021,11/3/2021,True,0,staff,art
U942,B942,5/28/2020,6/4/2020,False,0,faculty,art
U943,B943,10/3/2023,10/10/2023,True,0,faculty,science
U944,B944,5/16/2020,5/21/2020,False,0,faculty,history
U945,B945,7/20/2024,8/1/2024,True,1,faculty,art
U946,B946,7/25/2024,7/29/2024,False,0,faculty,fiction
U947,B947,9/22/2020,9/29/2020,True,0,staff,art
U948,B948,1/14/2020,1/28/2020,True,1,faculty,science
U949,B949,1/14/2022,1/21/2022,False,0,staff,non-fiction
U950,B950,1/29/2021,2/2/2021,False,0,student,history
U951,B951,2/7/2022,2/12/2022,True,0,student,non-fiction
U952,B952,9/3/2022,9/6/2022,True,0,student,art
U953,B953,12/11/2023,12/30/2023,True,1,faculty,science
U954,B954,3/25/2020,3/30/2020,False,0,student,art
U955,B955,9/19/2023,10/8/2023,True,1,faculty,science
U956,B956,4/18/2024,4/24/2024,True,0,student,fiction
U957,B957,3/21/2025,3/30/2025,False,1,staff,art
U958,B958,6/9/2020,6/15/2020,False,0,student,science
U959,B959,5/1/2020,5/6/2020,True,0,faculty,history
U960,B960,1/22/2020,2/2/2020,True,1,staff,science
U961,B961,11/12/2022,11/27/2022,True,1,staff,history
U962,B962,10/31/2023,11/12/2023,True,1,faculty,non-fiction
U963,B963,4/29/2024,5/7/2024,False,1,faculty,non-fiction
U964,B964,1/5/2021,1/24/2021,False,1,student,fiction
U965,B965,10/24/2022,11/8/2022,True,1,faculty,science
U966,B966,7/23/2020,8/1/2020,True,1,faculty,science
U967,B967,6/1/2022,6/13/2022,False,1,staff,art
U968,B968,1/5/2025,1/15/2025,True,1,staff,science
U969,B969,4/1/2020,4/2/2020,False,0,staff,history
U970,B970,3/15/2022,3/18/2022,True,0,faculty,non-fiction
U971,B971,9/11/2023,9/16/2023,True,0,staff,non-fiction
U972,B972,5/29/2023,6/5/2023,False,0,faculty,fiction
U973,B973,5/4/2023,5/18/2023,False,1,student,science
U974,B974,3/6/2025,3/13/2025,False,0,faculty,art
U975,B975,7/24/2023,7/31/2023,True,0,faculty,fiction
U976,B976,1/12/2021,1/19/2021,True,0,student,art
U977,B977,5/28/2024,6/11/2024,True,1,faculty,science
U978,B978,8/4/2022,8/14/2022,True,1,student,history
U979,B979,2/9/2024,2/15/2024,True,0,staff,non-fiction
U980,B980,1/16/2025,1/26/2025,False,1,student,non-fiction
U981,B981,12/23/2024,1/12/2025,False,1,faculty,science
U982,B982,11/8/2021,11/22/2021,True,1,student,science
U983,B983,10/12/2023,10/31/2023,False,1,staff,art
U984,B984,4/23/2021,5/1/2021,True,1,student,fiction
U985,B985,1/26/2022,1/31/2022,True,0,faculty,history
U986,B986,5/12/2020,5/28/2020,False,1,student,fiction
U987,B987,11/26/2024,12/12/2024,False,1,student,fiction
U988,B988,1/6/2025,1/13/2025,True,0,staff,non-fiction
U989,B989,2/28/2021,3/4/2021,True,0,staff,history
U990,B990,9/3/2022,9/14/2022,False,1,staff,history
U991,B991,11/29/2024,12/9/2024,False,1,faculty,history
U992,B992,10/15/2021,10/26/2021,False,1,faculty,non-fiction
U993,B993,3/4/2021,3/15/2021,False,1,staff,non-fiction
U994,B994,5/11/2023,5/29/2023,True,1,student,art
U995,B995,6/18/2022,6/25/2022,True,0,faculty,art
U996,B996,8/18/2023,8/26/2023,True,1,student,non-fiction
U997,B997,3/6/2025,3/15/2025,True,1,student,fiction
U998,B998,9/17/2024,9/27/2024,False,1,staff,fiction
U999,B999,4/4/2021,4/6/2021,False,0,student,non-fiction
U1000,B1000,7/17/2020,7/18/2020,False,0,faculty,non-fiction
